Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Russian Federation,66.0552926829,66.5970243902,67.0214146341,67.339902439,67.5665121951,67.7188536585,67.8125121951,67.8601463415,67.8743414634,67.8671219512,68.1336585366,68.3765853659,68.3085365854,68.2946341463,68.3202439024,67.723902439,67.4875609756,67.3763414634,67.3909756098,67.1143902439,67.033902439,67.263902439,67.806097561,67.6526829268,67.2026829268,67.8568292683,69.3897560976,69.44,69.4643902439,69.1717073171,68.886097561,68.4743902439,66.8731707317,64.9358536585,64.4670731707,64.6907317073,65.8541463415,66.6987804878,67.0297560976,65.982195122,65.4836585366,65.3834146341,65.1287804878,65.047804878,65.4709756098,65.5297560976,66.7275609756,67.5868292683,67.9492682927,68.6846341463,68.8412195122,69.683902439,70.072195122,70.5787804878,70.7436585366,70.9085365854
Rwanda,42.2492926829,42.5487560976,42.8377073171,43.1131219512,43.3705365854,43.6014146341,43.7972682927,43.9596097561,44.0914634146,44.1998292683,44.2902682927,44.364804878,44.4379756098,44.5297560976,44.6621463415,44.8845853659,45.2525365854,45.7764146341,46.4367073171,47.1928780488,48.0374390244,48.9659268293,49.8873658537,50.662804878,51.1327073171,50.9059512195,49.5403658537,46.9374146341,43.2401707317,38.7673414634,34.211804878,30.4356097561,28.1070487805,27.6127073171,28.9999268293,31.9643902439,35.8995853659,39.9783658537,43.5522682927,46.3615609756,48.3606097561,49.7359756098,50.9115121951,52.2080243902,53.6936829268,55.3665853659,57.1527804878,58.9023414634,60.493804878,61.8883414634,63.0655609756,64.0315853659,64.8354634146,65.5227073171,66.1133414634,66.6208780488
South Asia,41.9591841291,42.5992815404,43.243213775,43.886391342,44.5361176763,45.1786857835,45.8066922931,46.4132844582,46.9967838635,47.5595413835,48.1140483388,48.6754426351,49.2585705248,49.8691740239,50.5020910447,51.1460187632,51.7869516181,52.4056137329,52.9905618076,53.5351152878,54.0349078189,54.4862155731,54.9054019094,55.3015182565,55.6839595704,56.0636189545,56.4529469813,56.8589912187,57.2856067063,57.734118821,58.2039918474,58.6923933876,59.1884522292,59.6845015363,60.1759888615,60.6581856646,61.1277287205,61.5848379201,62.0289280237,62.4594773146,62.8766850001,63.2810440168,63.6771563397,64.0685871702,64.4571016056,64.8479371414,65.2434612986,65.6445228073,66.0473352546,66.4492318568,66.8430869287,67.220959633,67.5773356192,67.9066510426,68.2091684465,68.4854529757
Saudi Arabia,45.6662682927,46.1743902439,46.6945121951,47.2361463415,47.8112682927,48.4383902439,49.137,49.9151219512,50.7752439024,51.7138780488,52.7245365854,53.7972195122,54.9089512195,56.0362195122,57.1585609756,58.2574390244,59.3193658537,60.3408536585,61.3168780488,62.2394390244,63.1020731707,63.9053170732,64.6546829268,65.3571219512,66.0155609756,66.6313414634,67.2067560976,67.7427317073,68.2452439024,68.7178292683,69.1646097561,69.5897804878,69.9950731707,70.3821463415,70.7516097561,71.1050243902,71.4419268293,71.759195122,72.0542195122,72.323902439,72.5616585366,72.7609268293,72.9191219512,73.0406829268,73.1320731707,73.2047560976,73.2722682927,73.3476341463,73.4413902439,73.5580731707,73.7001463415,73.8636097561,74.0384634146,74.2182195122,74.3973902439,74.5744878049
Sudan,48.1876341463,48.6115365854,49.0274634146,49.4379268293,49.8438780488,50.2483658537,50.6533658537,51.0578536585,51.4578292683,51.8482926829,52.2212195122,52.5701463415,52.8875365854,53.1704390244,53.4163170732,53.6237317073,53.7941463415,53.9325853659,54.0490731707,54.1490731707,54.2411219512,54.3316829268,54.4247804878,54.5243658537,54.6354390244,54.7579756098,54.8894634146,55.0273658537,55.1701707317,55.3213902439,55.4869512195,55.6748536585,55.8885853659,56.1326829268,56.4056829268,56.7056097561,57.0280243902,57.3644878049,57.7105609756,58.0642926829,58.4242439024,58.7939512195,59.1769268293,59.5746341463,59.9840731707,60.4067317073,60.842097561,61.287097561,61.734195122,62.1757804878,62.6007560976,62.9970243902,63.3600487805,63.6857804878,63.9747317073,64.2294146341
Senegal,38.206,38.3632439024,38.446,38.4632439024,38.4359756098,38.3956829268,38.3758536585,38.4159756098,38.5505609756,38.8085853659,39.2205365854,39.807902439,40.5562195122,41.4404634146,42.4391463415,43.5187560976,44.6403170732,45.7673414634,46.8698292683,47.926804878,48.9427560976,49.9367073171,50.9331463415,51.9386097561,52.938097561,53.9041463415,54.8007804878,55.5970243902,56.267902439,56.800902439,57.183097561,57.4094878049,57.5066097561,57.5113658537,57.4562439024,57.3786097561,57.3163414634,57.2973414634,57.3491219512,57.4946829268,57.7527560976,58.1320487805,58.6122195122,59.1718292683,59.7972926829,60.4753170732,61.1930487805,61.9331707317,62.6750243902,63.3986341463,64.0836341463,64.7133170732,65.2855853659,65.8007317073,66.2578292683,66.6614390244
Singapore,65.6598292683,66.087195122,66.4322439024,66.700804878,66.9102195122,67.085804878,67.2559512195,67.4457317073,67.6737317073,67.9510731707,68.2794146341,68.6504634146,69.042902439,69.4403170732,69.8347804878,70.2197073171,70.5939756098,70.960902439,71.3233414634,71.6827317073,72.1902439024,72.587804878,72.687804878,73.0365853659,73.2902439024,73.8902439024,74.2463414634,74.5487804878,74.6975609756,74.9463414634,75.2951219512,75.6463414634,75.9463414634,76.0463414634,76.1975609756,76.2951219512,76.5951219512,76.8975609756,77.3,77.5512195122,77.9512195122,78.2512195122,78.5512195122,79.0390243902,79.4902439024,79.9902439024,80.1414634146,80.4414634146,80.7902439024,81.2414634146,81.5414634146,81.743902439,81.9951219512,82.2463414634,82.4951219512,82.5951219512
Solomon Islands,49.3817073171,49.8817073171,50.3817073171,50.8817073171,51.3817073171,51.8817073171,52.3817073171,52.8817073171,53.3817073171,53.8817073171,54.3877073171,54.9066829268,55.4386341463,55.977097561,56.5105609756,57.0305365854,57.5290243902,57.9895609756,58.3896585366,58.7073658537,58.8907317073,58.8833658537,58.6787560976,58.3013902439,57.7946829268,57.2440243902,56.7497560976,56.4012439024,56.260902439,56.3557073171,56.6817073171,57.2015609756,57.8318780488,58.5027317073,59.1805365854,59.8456097561,60.4961707317,61.1460243902,61.8051707317,62.466195122,63.1213658537,63.7640243902,64.3900487805,64.996195122,65.5790487805,66.1366097561,66.6717560976,67.1876829268,67.6856585366,68.1655609756,68.6228292683,69.0534390244,69.4529512195,69.8224146341,70.1623170732,70.4766829268
Sierra Leone,30.3315365854,30.5404390244,30.7527804878,30.9775609756,31.2303902439,31.5426341463,31.9482195122,32.4628292683,33.0869512195,33.8103902439,34.609097561,35.451902439,36.2952439024,37.0997317073,37.8367804878,38.4930731707,39.0680243902,39.5722682927,40.0122682927,40.3767317073,40.6502439024,40.8177073171,40.8703658537,40.8069512195,40.6283170732,40.324804878,39.8862682927,39.3306585366,38.6940731707,38.0185853659,37.3534146341,36.7483414634,36.2465853659,35.8857560976,35.7013902439,35.7247804878,35.9741463415,36.426195122,37.046804878,37.8125365854,38.6901463415,39.6454878049,40.642902439,41.6491219512,42.639195122,43.6030731707,44.5450731707,45.4813902439,46.4151707317,47.3332682927,48.212,49.0242682927,49.7535853659,50.3925365854,50.9426097561,51.4128536585
El Salvador,49.9479268293,50.6122682927,51.2386829268,51.823097561,52.3635365854,52.865,53.3366097561,53.7844390244,54.2135365854,54.6228780488,54.9998292683,55.3317073171,55.607902439,55.8274146341,55.9952926829,56.1140731707,56.1878292683,56.2367804878,56.2892926829,56.3726829268,56.5299268293,56.7989756098,57.1975365854,57.7316585366,58.3998292683,59.1939756098,60.0998536585,61.074,62.0714634146,63.0564146341,63.988,64.8315365854,65.5779756098,66.2228292683,66.7630487805,67.205195122,67.5648292683,67.8736341463,68.1583170732,68.4354146341,68.7170487805,69.0057073171,69.2978780488,69.5895365854,69.8827317073,70.1789268293,70.479195122,70.78,71.0803414634,71.3777317073,71.670195122,71.9552439024,72.2318536585,72.4985365854,72.7552926829,73.003097561
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1195121951,79.4731707317,80.1731707317,80.5243902439,80.6195121951,80.9731707317,81.1195121951,81.2195121951,81.7219512195,81.9756097561,82.1804878049,82.506097561,82.8317073171,82.9955432373,83.1593791574,83.3232150776,,,,
Somalia,36.9658780488,37.3622926829,37.7612195122,38.1621707317,38.5651219512,38.969097561,39.3720731707,39.7725365854,40.1685121951,40.5604634146,40.9479268293,41.3328780488,41.7168536585,42.0998536585,42.4818536585,42.8633658537,43.2468780488,43.629902439,44.0083902439,44.3773902439,44.7353658537,45.0828536585,45.4143414634,45.7193414634,45.9843658537,46.167902439,46.2199756098,46.1315609756,45.9251707317,45.6462682927,45.3893414634,45.2708780488,45.3723170732,45.7332195122,46.3480487805,47.1618292683,48.0776097561,48.9764390244,49.7638292683,50.4012682927,50.8782682927,51.222804878,51.5018536585,51.771902439,52.052902439,52.3548536585,52.6767804878,53.0051707317,53.3315365854,53.6583902439,53.991195122,54.3354878049,54.6957560976,55.0724878049,55.4656829268,55.8728536585
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.487804878,,,,,,72.0390243902,,,71.5829268293,72.2341463415,72.2853658537,72.4365853659,72.6829268293,72.8341463415,73.3853658537,73.6317073171,73.8853658537,73.9853658537,74.3365853659,74.5365853659,74.8365853659,75.1853658537,75.3365853659,75.487804878
Sub-Saharan Africa (excluding high income),40.3621426304,40.8011230313,41.230903316,41.6496462421,42.0575931435,42.4578819224,42.8547844271,43.2529272968,43.655704445,44.0643982482,44.4787249961,44.8978957456,45.3170955147,45.7306687218,46.1337332648,46.5220707677,46.8934121014,47.2474821963,47.5845601533,47.9048633589,48.2090306808,48.4980478884,48.7720439921,49.0286780072,49.2644257467,49.4694076264,49.6326936082,49.7483573438,49.8168416718,49.8466529982,49.8514711312,49.8477902611,49.8478210982,49.8575647728,49.8762710867,49.903635932,49.9448658803,50.0114327561,50.1172885137,50.2776548581,50.5125029379,50.8372209272,51.2622549624,51.7844993916,52.3955003541,53.0829977884,53.830162951,54.6111601027,55.3984843591,56.1713304091,56.9096945109,57.6016183549,58.2475523179,58.8473130932,59.3985881278,59.9005878538
South Sudan,31.7227073171,32.1486585366,32.5716097561,32.9955609756,33.4215121951,33.8464634146,34.2649268293,34.672902439,35.0663902439,35.4463658537,35.8208292683,36.1987804878,36.5866829268,36.9845609756,37.386902439,37.7742439024,38.1241219512,38.4215365854,38.6640243902,38.8605853659,39.0316829268,39.202804878,39.4064146341,39.6664878049,39.9995365854,40.4175365854,40.9260243902,41.5080243902,42.1440487805,42.8196341463,43.5187560976,44.2259268293,44.9251463415,45.6028780488,46.2466585366,46.8455121951,47.3939512195,47.8984634146,48.3675853659,48.8062926829,49.2190731707,49.611902439,49.9932439024,50.374097561,50.7624146341,51.1701463415,51.6073170732,52.0743902439,52.5698780488,53.0912439024,53.6319756098,54.1830731707,54.733,55.2723170732,55.7964878049,56.3025853659
Sub-Saharan Africa,40.3621426304,40.8011230313,41.230903316,41.6496462421,42.0575931435,42.4578819224,42.8547844271,43.2529272968,43.655704445,44.0643982482,44.4787249961,44.8978957456,45.3170955147,45.7306687218,46.1337332648,46.5220707677,46.8934121014,47.2474821963,47.5845601533,47.9048633589,48.2090306808,48.4980478884,48.7751885173,49.0286780072,49.2644257467,49.4694076264,49.6326936082,49.7512687396,49.8168416718,49.8466529982,49.8514711312,49.8477902611,49.8505464944,49.8575647728,49.8762710867,49.903635932,49.9448658803,50.0141067711,50.1172885137,50.2776548581,50.5125029379,50.8372209272,51.2648275567,51.7866970452,52.3977395424,53.0850613351,53.8321422393,54.6131164319,55.4003452757,56.1730557061,56.9113616981,57.6030852603,58.249075194,58.8486611966,59.3998792832,59.9018261077
Small states,54.7221853048,55.1885571316,55.635448584,56.0435703404,56.4363472071,56.7950748389,57.1130678552,57.4236775364,57.7237149268,58.0181576542,58.3200507137,58.6157317914,58.9185864766,59.2025075864,59.4852992684,59.7920378042,60.1277540532,60.47252469,60.8536407618,61.243516311,61.6280282331,61.9951605926,62.4069178167,62.6749840837,62.9487427126,63.2022416304,63.4762570179,63.770507829,63.896989065,64.0332883837,64.1343422904,64.2243813338,64.2702277239,64.1235761739,63.9544725159,63.8657636435,63.7965456358,63.6622642851,63.3746652788,63.2443010198,63.1800122092,63.1422467798,63.2954422565,63.4206252301,63.7161811061,64.1047213967,64.5371136466,65.0444813981,65.5886301614,66.1415648277,66.6498994672,67.1148285247,67.5286825633,67.9273937567,68.2697719458,68.5772141622
Sao Tome and Principe,50.4513658537,51.031097561,51.5972926829,52.146,52.6747560976,53.1897073171,53.6994878049,54.2156341463,54.7471463415,55.2959756098,55.8684634146,56.4729756098,57.099804878,57.7337560976,58.3582439024,58.9405853659,59.4471707317,59.8600731707,60.1709512195,60.3829268293,60.5117804878,60.5862926829,60.6421707317,60.7085853659,60.8026097561,60.9302195122,61.0882926829,61.260097561,61.4329512195,61.6042439024,61.7714390244,61.9345365854,62.095097561,62.2551463415,62.4147073171,62.5702682927,62.7183170732,62.859902439,62.9974634146,63.1370243902,63.2925365854,63.4795121951,63.7049268293,63.9697317073,64.2679512195,64.5835609756,64.8960487805,65.1849268293,65.4357073171,65.6429268293,65.8086097561,65.940804878,66.0565365854,66.1713414634,66.2907073171,66.4166585366
Suriname,59.6801219512,60.047,60.4084390244,60.7704634146,61.1360243902,61.5065121951,61.8792682927,62.2477073171,62.6063414634,62.9506829268,63.2774146341,63.5802926829,63.8604390244,64.1204878049,64.3638536585,64.6013414634,64.8436829268,65.0990731707,65.369902439,65.6531463415,65.9404390244,66.2174390244,66.4704878049,66.6902926829,66.8730487805,67.0202926829,67.1391219512,67.2393902439,67.3304878049,67.4178536585,67.5018780488,67.5804878049,67.6510731707,67.7120731707,67.7639756098,67.8057317073,67.8343414634,67.8518780488,67.8664146341,67.8864878049,67.9291707317,68.0119756098,68.1439756098,68.3296341463,68.5659756098,68.846,69.1572195122,69.4800731707,69.796,70.0944146341,70.3642439024,70.6003902439,70.8068292683,70.9885365854,71.1469756098,71.286195122
Slovak Republic,69.9236585366,70.2508536585,70.4722926829,70.5949268293,70.6327804878,70.6033658537,70.5252439024,70.4185365854,70.3068292683,70.2057073171,70.1342439024,70.0994878049,70.0989268293,70.1250731707,70.175902439,70.2448780488,70.3224634146,70.3986097561,70.4652439024,70.519902439,70.4085365854,70.6292682927,70.6890243902,70.4790243902,70.7509756098,70.7346341463,71.0212195122,71.0887804878,71.207804878,71.0263414634,70.9326829268,70.8829268293,71.7951219512,72.4487804878,72.3,72.2536585366,72.6536585366,72.7048780488,72.5512195122,72.9024390244,73.0512195122,73.4024390244,73.6048780488,73.6048780488,73.9585365854,73.9048780488,74.2048780488,74.2073170732,74.7048780488,74.9097560976,75.112195122,75.9585365854,76.1097560976,76.412195122,76.812195122,77.212195122
Slovenia,68.9780487805,68.9780487805,68.9780487805,68.6219512195,68.6634146341,68.3658536585,69.012195122,69.3658536585,68.9170731707,68.3609756098,68.6097560976,68.8341463415,69.0585365854,69.4048780488,70.1609756098,70.3585365854,70.3073170732,70.556097561,70.7024390244,70.8536585366,71.1048780488,71.2048780488,71.0536585366,70.5414634146,70.9024390244,71.3512195122,71.8024390244,72.0024390244,72.4463414634,72.7048780488,73.2048780488,73.3536585366,73.3048780488,73.2536585366,73.4048780488,73.9585365854,74.4585365854,74.7073170732,74.8073170732,75.0097560976,75.412195122,75.7585365854,76.0073170732,76.8585365854,77.2073170732,77.612195122,78.0865853659,78.5609756098,78.7658536585,78.9707317073,79.4219512195,79.9707317073,80.1243902439,80.3219512195,81.0780487805,81.0780487805
Sweden,73.0056097561,73.4743902439,73.3504878049,73.5553658537,73.7331707317,73.8617073171,74.0785365854,74.1224390244,73.9729268293,74.0848780488,74.6492682927,74.623902439,74.7180487805,74.8673170732,74.9804878049,74.9846341463,74.9692682927,75.3797560976,75.4690243902,75.5241463415,75.7409756098,76.026097561,76.3273170732,76.5517073171,76.8158536585,76.667804878,76.9312195122,77.092195122,76.9792682927,77.7268292683,77.5368292683,77.6668292683,77.9987804878,78.0604878049,78.6502439024,78.7404878049,78.9590243902,79.1975609756,79.3390243902,79.4414634146,79.643902439,79.7951219512,79.8463414634,80.0951219512,80.4975609756,80.5463414634,80.7487804878,80.9,81.1,81.3512195122,81.4512195122,81.8024390244,81.7048780488,81.956097561,82.2536585366,82.5512195122
Swaziland,44.2387804878,44.5348780488,44.8194634146,45.1005609756,45.3886585366,45.7007560976,46.0523170732,46.4523170732,46.9042926829,47.4097317073,47.9601707317,48.5446097561,49.1456097561,49.7531707317,50.3602682927,50.9689268293,51.5850731707,52.218195122,52.8722439024,53.5477073171,54.2535609756,55.000804878,55.7804634146,56.5735365854,57.3540243902,58.0979268293,58.785195122,59.3838292683,59.8538780488,60.1548536585,60.2252439024,60.0075609756,59.4928292683,58.6951707317,57.6402195122,56.3452439024,54.8365365854,53.1912195122,51.5097560976,49.8884878049,48.4421707317,47.2705365854,46.4211219512,45.9240243902,45.8034146341,46.0748292683,46.7278292683,47.6799756098,48.835097561,50.1186097561,51.448195122,52.7537317073,53.9904390244,55.1192926829,56.1014634146,56.9123658537
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.543902439,74.5365853659,75.587804878,,,73.0536585366,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,68.6829268293,,,,,69.7319512195,,,,,70.6707317073,,,,,71.4146341463,,,,,72.9536585366,71.0292682927,72.6097560976,72.1317073171,72.2170731707,73.1926829268,73.1634146341,73.0341463415,73.1975609756,72.7243902439,74.2268292683,73.1195121951,73.2292682927,73.2292682927
Syrian Arab Republic,51.9968536585,52.5950487805,53.2027804878,53.8236097561,54.4610487805,55.1215853659,55.8117073171,56.5323902439,57.280097561,58.0493170732,58.8320243902,59.6172439024,60.3934634146,61.152195122,61.8854390244,62.5911707317,63.2684146341,63.9236829268,64.5604146341,65.1786097561,65.7792195122,66.3637073171,66.9315365854,67.4796829268,68.0076585366,68.5104878049,68.9837073171,69.4243414634,69.8319512195,70.2070243902,70.5520487805,70.8689512195,71.1637317073,71.4403658537,71.7043658537,71.9567560976,72.2000731707,72.432902439,72.6567317073,72.8736341463,73.1022926829,73.3670487805,73.666804878,73.9817804878,74.2800243902,74.4819268293,74.492195122,74.265195122,73.7984634146,73.1294878049,72.3398292683,71.5394390244,70.8514878049,70.3754390244,70.1632195122,70.2526585366
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,38.008195122,38.2644878049,38.5193902439,38.7753658537,39.0383658537,39.3217560976,39.6403902439,40.0016341463,40.4059756098,40.8454146341,41.3056097561,41.7657073171,42.2054146341,42.6103170732,42.9739268293,43.2966341463,43.5862682927,43.8591463415,44.1276341463,44.3972439024,44.6720487805,44.9536829268,45.2388292683,45.5206097561,45.7945365854,46.0525609756,46.2865609756,46.4909512195,46.664097561,46.8065609756,46.9238536585,47.0255853659,47.1213658537,47.2173170732,47.3144878049,47.4065121951,47.4819268293,47.5327073171,47.5592926829,47.5686097561,47.5705853659,47.5811219512,47.615097561,47.690902439,47.8224146341,48.0275121951,48.3220731707,48.701097561,49.1536829268,49.6633658537,50.2063414634,50.7522439024,51.2747560976,51.7545121951,52.1810731707,52.5539512195
East Asia & Pacific (IDA & IBRD countries),45.7231564168,46.1617946751,46.876234688,47.903068997,49.247982183,50.8342956815,52.5450046665,54.2452711304,55.8154844036,57.1980824077,58.3669414743,59.3389392115,60.1830440012,60.9592233292,61.6858942512,62.3750460486,63.032675545,63.6503992415,64.2235196894,64.7499890756,65.2279066446,65.6587865616,66.0487584135,66.3999409891,66.7176735573,67.005873272,67.2666276808,67.5016372497,67.7146290994,67.9123873885,68.1000394054,68.2834180555,68.4663643984,68.6572363438,68.8620344811,69.0912074608,69.3531016507,69.6469495383,69.9693249378,70.3152796233,70.6772336931,71.0458809075,71.4094051665,71.7575550848,72.0846173875,72.3850708111,72.6577310642,72.9061321463,73.1358095363,73.3483398629,73.5442134045,73.7273232788,73.8990222719,74.0639886586,74.2237922727,74.3807799955
Europe & Central Asia (IDA & IBRD countries),63.8220683999,64.2959594498,64.6138925326,65.033065233,65.325124209,65.6032881157,65.7927296997,65.8603909252,66.0657945723,66.0947683262,66.3266487359,66.4841440198,66.6236780127,66.7224433619,66.8597060022,66.6539868802,66.6512896469,66.6364664089,66.6879615164,66.6715547114,66.7191343989,67.0006206737,67.3056556539,67.4009055912,67.3765501293,67.7275955383,68.4398271219,68.5978217165,68.7037611779,68.6398715496,68.5187516558,68.2671972284,67.7323111534,67.0113846541,66.8034981813,66.8714394481,67.3498669134,67.9245039753,68.2628431977,68.1399677433,68.2403578812,68.4489704058,68.4971462147,68.6230716078,68.9460037439,69.0783669422,69.6567327122,70.1219900964,70.4131024021,70.9671734702,71.2870766041,71.8363260064,72.1332742799,72.5094778873,72.7429204773,72.9480922067
Togo,40.2728292683,40.9164878049,41.555097561,42.1891707317,42.8192195122,43.4447073171,44.0686341463,44.6894634146,45.3082195122,45.9234146341,46.535097561,47.1422926829,47.7430487805,48.3374146341,48.9233658537,49.5024146341,50.0774878049,50.6475609756,51.2116341463,51.7647317073,52.3044146341,52.828195122,53.3296585366,53.8024146341,54.2390487805,54.6347317073,54.9881707317,55.2963902439,55.551804878,55.7442439024,55.8484390244,55.8350243902,55.6976829268,55.450195122,55.1134390244,54.7248780488,54.3276097561,53.969902439,53.69,53.5150487805,53.4597073171,53.5226097561,53.6787560976,53.9081219512,54.204195122,54.572902439,55.0231219512,55.5537073171,56.1500731707,56.7906829268,57.4425121951,58.0686097561,58.6445609756,59.1504634146,59.5763414634,59.9237073171
Thailand,54.6993170732,55.2327317073,55.7452195122,56.2323902439,56.6942439024,57.1357804878,57.5663658537,57.9998292683,58.4450243902,58.9074146341,59.3905365854,59.8938536585,60.4120243902,60.9381219512,61.468195122,61.9942682927,62.5043658537,62.9959756098,63.4746341463,63.9484146341,64.4464390244,65.0073902439,65.6472926829,66.362097561,67.1311707317,67.9077804878,68.6316097561,69.249902439,69.7275121951,70.0524146341,70.2306097561,70.2872439024,70.2730731707,70.2374390244,70.2070243902,70.2006097561,70.2278780488,70.2823902439,70.3626341463,70.4755609756,70.6326097561,70.843195122,71.1050731707,71.4119756098,71.7567073171,72.1265121951,72.5086341463,72.8875365854,73.2502682927,73.5874146341,73.894195122,74.1673902439,74.416804878,74.6476585366,74.8640487805,75.068
Tajikistan,56.1535365854,56.5626097561,56.9746829268,57.3887560976,57.8018292683,58.2089268293,58.6055365854,58.9871707317,59.3503414634,59.6940243902,60.0147317073,60.3139756098,60.5947317073,60.861,61.115195122,61.3607804878,61.6006585366,61.8362682927,62.0691219512,62.2992682927,62.5343902439,62.7827560976,63.0409756098,63.2984878049,63.5396097561,63.7257560976,63.8101707317,63.7734878049,63.6221463415,63.3804878049,63.1037804878,62.864097561,62.726902439,62.7353658537,62.9051463415,63.2245609756,63.6585853659,64.1447804878,64.6328536585,65.1018780488,65.5436097561,65.9664634146,66.3907073171,66.8295609756,67.281097561,67.7383902439,68.1940731707,68.6377073171,69.0578780488,69.449097561,69.8023658537,70.1136097561,70.3847317073,70.621195122,70.8269756098,71.0071219512
Turkmenistan,54.4586829268,54.871195122,55.287195122,55.7057073171,56.1227317073,56.5352439024,56.9372682927,57.3252926829,57.693804878,58.0393170732,58.3578292683,58.6453170732,58.903804878,59.1402926829,59.3592682927,59.5732439024,59.794195122,60.0316341463,60.2885853659,60.5655365854,60.8605609756,61.1692439024,61.4780731707,61.7725365854,62.0445365854,62.2779268293,62.4589756098,62.5870731707,62.6646585366,62.6987560976,62.7014634146,62.688902439,62.6793414634,62.6884634146,62.7278780488,62.8017073171,62.91,63.0446829268,63.2007073171,63.3770487805,63.5771707317,63.8055609756,64.0626341463,64.3468292683,64.6531219512,64.9764634146,65.3118780488,65.6513170732,65.9857560976,66.3071463415,66.6053902439,66.872902439,67.1091219512,67.3140487805,67.4906829268,67.6410487805
Latin America & the Caribbean (IDA & IBRD countries),55.6386413668,56.1226968175,56.5877109691,57.0336781514,57.4634677867,57.8826199281,58.2974106093,58.713302891,59.1335698233,59.5599240632,59.9897682843,60.4188021321,60.8407728163,61.2518240075,61.6510718597,62.0397968661,62.4218965702,62.8018598754,63.1828906013,63.566153091,63.9505060611,64.3334178628,64.713216712,65.0837330826,65.4487493652,65.8071758033,66.1593302758,66.5089214753,66.8555653525,67.2048247526,67.5597119862,67.9245339598,68.3010356006,68.685592233,69.0784707417,69.474682677,69.8697778144,70.2586439606,70.6337382437,70.9939906395,71.3354011666,71.6569171998,71.9612023921,72.2493643652,72.5252873442,72.7908023018,73.049108477,73.3020919996,73.551888176,73.7984570179,74.0420486974,74.2809180421,74.5132758956,74.7379015054,74.9550747374,75.1658418309
Timor-Leste,33.7371219512,34.2375609756,34.7390487805,35.2415365854,35.7434878049,36.282902439,36.9047804878,37.6066097561,38.3458780488,39.0515121951,39.5388780488,39.5852439024,39.098097561,38.0925121951,36.6781463415,35.1134146341,33.7373414634,32.8502682927,32.6517317073,33.1981219512,34.4359512195,36.1985121951,38.1862195122,40.1431707317,41.9438536585,43.4949756098,44.7665121951,45.8391219512,46.7923414634,47.6564634146,48.4847317073,49.3442682927,50.2802682927,51.3184146341,52.4634146341,53.6883170732,54.9431219512,56.1655121951,57.3108780488,58.3657560976,59.3469756098,60.2905853659,61.2376341463,62.207902439,63.1929756098,64.1556097561,65.0463658537,65.8207317073,66.4518780488,66.9387560976,67.3004634146,67.5722926829,67.8041463415,68.0378292683,68.2929512195,68.5800243902
Middle East & North Africa (IDA & IBRD countries),46.6204357483,47.2091948899,47.7946350576,48.3809935088,48.9698133287,49.5575516175,50.136177889,50.7008407757,51.2520226499,51.7951230595,52.3465795021,52.9279618725,53.5497956937,54.2111345825,54.9006223061,55.5859969205,56.2241859987,56.787660229,57.2678203689,57.6763673568,58.052731958,58.4534110574,58.9298870555,59.5153355327,60.2156294141,61.0169751309,61.8851653419,62.7661253058,63.6119875939,64.3971731963,65.1025423277,65.7211167913,66.2694087023,66.7639894172,67.2109181149,67.6171270817,67.9884701208,68.3305481933,68.6496635426,68.9516337602,69.2417817565,69.5245034827,69.8001718113,70.0698805755,70.3360649353,70.5982025928,70.8545054809,71.1008863534,71.3334500315,71.5530139651,71.7619026552,71.965926067,72.1697670698,72.3759384617,72.5828357711,72.7892032643
Tonga,61.3650243902,61.7327073171,62.0972926829,62.4587560976,62.8151463415,63.1679756098,63.5183170732,63.8672439024,64.2122682927,64.552902439,64.885097561,65.204804878,65.5079756098,65.7950487805,66.0660243902,66.3233902439,66.5711463415,66.8153658537,67.0585609756,67.3032682927,67.55,67.7997317073,68.0494878049,68.2952926829,68.5336585366,68.7596585366,68.965902439,69.1519268293,69.315195122,69.4576829268,69.5823170732,69.6930487805,69.7972195122,69.9007317073,70.0064634146,70.1192682927,70.2385121951,70.3636829268,70.4928536585,70.6250731707,70.7609512195,70.8996097561,71.0392439024,71.1795365854,71.3200731707,71.4589756098,71.5977804878,71.7359268293,71.873902439,72.0111463415,72.148195122,72.2859756098,72.4239756098,72.5621219512,72.7013658537,72.8401707317
